title_x,title_y,count,similarity
Zettai Kareshi,Bloody Reunion,23,0.024236037934668067
Zettai Kareshi,Blue Spring,20,0.02159827213822894
Zettai Kareshi,Blue Spring Ride,151,0.12950257289879932
Zettai Kareshi,Bluebird House,11,0.01177730192719486
Zettai Kareshi,Boarding House #24,47,0.046766169154228855
Zettai Kareshi,Bodyguards and Assassins,15,0.016268980477223426
Zettai Kareshi,Boku Dake no Madonna,45,0.04923413566739606
Zettai Kareshi,Boku no Ita Jikan,121,0.11224489795918367
Zettai Kareshi,Boku no Yabai Tsuma,17,0.018599562363238512
Zettai Kareshi,Boku to Kanojo no XXX,67,0.07298474945533769
Zettai Kareshi,Boku to Star no 99 Nichi,109,0.110435663627153
Zettai Kareshi,Boku wa Imouto ni Koi wo Suru,162,0.1544327931363203
Zettai Kareshi,Bokura No Ai No Kanade,23,0.024864864864864864
Zettai Kareshi,Bokura no Yuuki,30,0.03289473684210526
Zettai Kareshi,Bomi's Room,19,0.020364415862808145
Zettai Kareshi,Bong Soon - a Cyborg in Love,7,0.00736842105263158
Zettai Kareshi,Boomerang Family,9,0.00968783638320775
Zettai Kareshi,Borrow Your Love,24,0.02583423035522067
Zettai Kareshi,Boss & Me,121,0.10058187863674148
Zettai Kareshi,Bounty Hunters,9,0.0096051227321238
Zettai Kareshi,Boy Meets Boy,97,0.09246901811248807
Zettai Kareshi,Boy and Girl,15,0.0165016501650165
Zettai Kareshi,Boys Before Flowers: F4 After Story,18,0.01865284974093264
Zettai Kareshi,Boys Before Flowers: F4 Talk Show Special,11,0.01177730192719486
Zettai Kareshi,Boys Este,22,0.024229074889867842
Zettai Kareshi,Boys Love,98,0.10020449897750512
Zettai Kareshi,Boys Love 2,74,0.0758974358974359
Zettai Kareshi,Boys Over Flowers,623,0.2409126063418407
Zettai Kareshi,Boys of Tomorrow,16,0.017448200654307525
Zettai Kareshi,Boysitter,30,0.03215434083601286
Zettai Kareshi,Brain,41,0.041582150101419885
Zettai Kareshi,Brain Man,123,0.1174785100286533
Zettai Kareshi,Breath,10,0.010905125408942205
Zettai Kareshi,Breathless,15,0.015873015873015872
Zettai Kareshi,Bride of the Century,245,0.16355140186915887
Zettai Kareshi,Brilliant Legacy,372,0.225181598062954
Zettai Kareshi,"Bring It On, Ghost",131,0.10496794871794872
Zettai Kareshi,Broken,21,0.02198952879581152
Zettai Kareshi,Bromance,148,0.12627986348122866
Zettai Kareshi,Bromance: Special,23,0.024918743228602384
Zettai Kareshi,Brother Beat,60,0.06451612903225806
Zettai Kareshi,Brotherhood of Blades,13,0.014176663031624863
Zettai Kareshi,Brown Sugar Macchiato,90,0.09221311475409837
Zettai Kareshi,Buang Ruk Gammatep,10,0.010905125408942205
Zettai Kareshi,Bubblegum,49,0.04757281553398058
Zettai Kareshi,Budapest Diary,19,0.02076502732240437
Zettai Kareshi,Bull Fighting,149,0.1450827653359299
Zettai Kareshi,Bump Off Lover,27,0.02931596091205212
Zettai Kareshi,Bungee Jumping of their Own,15,0.01597444089456869
Zettai Kareshi,Bunny Drop,151,0.1380255941499086
Zettai Kareshi,Buzzer Beat,407,0.2923850574712644
Zettai Kareshi,Byakkotai,16,0.01762114537444934
Zettai Kareshi,Byakuyako,53,0.05668449197860963
Zettai Kareshi,C'est Si Bon,4,0.004333694474539546
Zettai Kareshi,CHANGE,37,0.04013015184381779
Zettai Kareshi,CJ7,48,0.050156739811912224
Zettai Kareshi,CZ12,28,0.02938090241343127
Zettai Kareshi,Café. Waiting. Love.,20,0.02145922746781116
Zettai Kareshi,Cain and Abel,59,0.05801376597836775
Zettai Kareshi,Call of the Country,56,0.0579110651499483
Zettai Kareshi,Calling For Love,41,0.044276457883369334
Zettai Kareshi,Campus Confidential,48,0.049484536082474224
Zettai Kareshi,Can Love Become Money,57,0.05775075987841945
Zettai Kareshi,Can We Get Married?,64,0.06015037593984963
Zettai Kareshi,Can We Love?,48,0.04804804804804805
Zettai Kareshi,Can You Hear My Heart,202,0.15314632297194844
Zettai Kareshi,Can't Buy Me Love,9,0.009750812567713976
Zettai Kareshi,Can't Lose,22,0.02284527518172378
Zettai Kareshi,Candy House,16,0.017334777898158182
Zettai Kareshi,Capital Scandal,42,0.04316546762589928
Zettai Kareshi,Cart,17,0.017507723995880537
Zettai Kareshi,Casa Amor: Exclusive for Ladies,7,0.007583965330444205
Zettai Kareshi,Casshern,39,0.04193548387096775
Zettai Kareshi,Castaway on the Moon,92,0.08598130841121496
Zettai Kareshi,Cat Street,52,0.054279749478079335
Zettai Kareshi,Catch Me,105,0.09083044982698962
Zettai Kareshi,Celeb to Binbo Taro,46,0.04946236559139785
Zettai Kareshi,Cello,28,0.030010718113612007
Zettai Kareshi,Cellular Girlfriend,21,0.02292576419213974
Zettai Kareshi,Chance!,19,0.02083333333333333
Zettai Kareshi,Changing Partners,50,0.05175983436853002
Zettai Kareshi,Cheap Love,19,0.02087912087912088
Zettai Kareshi,Cheaters,24,0.026172300981461286
Zettai Kareshi,"Cheer Up, Mr. Kim!",11,0.011956521739130435
Zettai Kareshi,Cheese In The Trap SP,25,0.02620545073375262
Zettai Kareshi,Cheese in the Trap,229,0.1463258785942492
Zettai Kareshi,Cheo Yong,58,0.05708661417322835
Zettai Kareshi,Cheo Yong 2,21,0.02205882352941177
Zettai Kareshi,Cheongdamdong Alice,269,0.192005710206995
Zettai Kareshi,Chihayafuru: Kami no Ku,50,0.051652892561983466
Zettai Kareshi,Chihayafuru: Shimo no Ku,34,0.03617021276595744
Zettai Kareshi,Children...,21,0.022292993630573247
Zettai Kareshi,Chinese Paladin,21,0.022727272727272728
Zettai Kareshi,Chinese Paladin 3,20,0.02155172413793104
Zettai Kareshi,Choco Bank,44,0.04271844660194175
Zettai Kareshi,Chocolate,11,0.011789924973204715
Zettai Kareshi,Christmas In August,10,0.010810810810810813
Zettai Kareshi,Chronicle of Life,14,0.015283842794759825
Zettai Kareshi,Chronicle of a Blood Merchant,7,0.007502679528403002
Zettai Kareshi,Chungking Express,18,0.019088016967126198
Zettai Kareshi,Chunhyang,16,0.017241379310344827
Zettai Kareshi,Chuno,74,0.07108549471661864
Zettai Kareshi,Cinderella,41,0.042531120331950216
Zettai Kareshi,Cinderella Man,75,0.07274490785645005
Zettai Kareshi,Cinderella and the Four Knights,173,0.12949101796407184
Zettai Kareshi,Cinderella's Sister,203,0.15846994535519127
Zettai Kareshi,City Hall,130,0.11648745519713262
Zettai Kareshi,City Hunter,564,0.23618090452261306
Zettai Kareshi,City Of Life And Death,5,0.005434782608695652
Zettai Kareshi,Clash of the Families,16,0.017278617710583154
Zettai Kareshi,Clash of the Families 2,15,0.015957446808510637
Zettai Kareshi,Classic,174,0.13908872901678654
Zettai Kareshi,Classmates,45,0.047619047619047616
Zettai Kareshi,Click Your Heart,58,0.05508072174738842
Zettai Kareshi,Clone Baby,48,0.05161290322580645
Zettai Kareshi,Close Range Love,151,0.12972508591065293
Zettai Kareshi,Closed Note,25,0.027056277056277056
Zettai Kareshi,Closer to Heaven,20,0.021208907741251327
Zettai Kareshi,Clover,82,0.08167330677290836
Zettai Kareshi,Code Blue,175,0.17023346303501946
Zettai Kareshi,Code Blue 2,118,0.12004069175991862
Zettai Kareshi,Code Blue Special,98,0.10071942446043164
Zettai Kareshi,Codename: Jackal,223,0.1648189209164819
Zettai Kareshi,Coffee House,139,0.12659380692167574
Zettai Kareshi,Coffee Prince,628,0.2654268808114962
Zettai Kareshi,Coffee Prince Special,20,0.021505376344086027
Zettai Kareshi,Coin Locker Girl,30,0.02991026919242273
Zettai Kareshi,Cold Eyes,69,0.062050359712230226
Zettai Kareshi,Cold Fish,15,0.016163793103448273
Zettai Kareshi,Collective Invention,5,0.005434782608695652
Zettai Kareshi,Coma,17,0.01829924650161464
Zettai Kareshi,Come Rain Come Shine,33,0.035106382978723406
Zettai Kareshi,Come To Me Like A Star,22,0.02325581395348837
Zettai Kareshi,Come! Jang Bo Ri,32,0.032719836400818
Zettai Kareshi,Coming Soon,16,0.017410228509249184
Zettai Kareshi,Commitment,120,0.10265183917878527
Zettai Kareshi,Commuting to School Series: Commuter Tram,33,0.03518123667377398
Zettai Kareshi,Commuting to School Series: On the Way to School,33,0.034957627118644065
Zettai Kareshi,Confession of Murder,106,0.0913006029285099
Zettai Kareshi,Confessions,184,0.1472
Zettai Kareshi,Conspiracy in the Court,7,0.007625272331154684
Zettai Kareshi,Contract Lover,47,0.05005324813631523
Zettai Kareshi,Control - Hanzai Shinri Sousa,43,0.04589114194236926
Zettai Kareshi,Corner with Love,94,0.0962128966223132
Zettai Kareshi,Couple or Trouble,121,0.11329588014981272
Zettai Kareshi,Couples,22,0.023504273504273504
Zettai Kareshi,Crazy First Love,48,0.050367261280167885
Zettai Kareshi,Crazy For You,33,0.03492063492063492
Zettai Kareshi,Crazy Little Thing Called Love,155,0.13124470787468248
Zettai Kareshi,Crazy Love,9,0.009793253536452664
Zettai Kareshi,Creating Destiny,111,0.1020220588235294
Zettai Kareshi,Crime Squad,36,0.03662258392675483
Zettai Kareshi,Crossing,16,0.017467248908296942
Zettai Kareshi,"Crouching Tiger, Hidden Dragon",125,0.11130899376669637
Zettai Kareshi,"Crouching Tiger, Hidden Dragon: Sword of Destiny",6,0.006535947712418301
Zettai Kareshi,Crows Explode,28,0.030075187969924814
Zettai Kareshi,Crows Zero,237,0.20789473684210527
Zettai Kareshi,Crows Zero 2,160,0.1522359657469077
Zettai Kareshi,Cruel City,193,0.13264604810996564
Zettai Kareshi,Cruel Romance,46,0.046
Zettai Kareshi,Crush and Blush,21,0.02267818574514039
Zettai Kareshi,"Crying Out Love, In the Center of the World",32,0.034782608695652174
Zettai Kareshi,Cubic,24,0.02531645569620253
Zettai Kareshi,Cunning Single Lady,236,0.16010854816824965
Zettai Kareshi,Cuo Dian Yuan Yang,10,0.010810810810810813
Zettai Kareshi,Cupid Factory,16,0.01737242128121607
Zettai Kareshi,Curse of the Golden Flower,71,0.06974459724950884
Zettai Kareshi,Cyborg Girl,193,0.17641681901279707
Zettai Kareshi,Cyrano Agency,224,0.17963111467522053
Zettai Kareshi,D-Day,78,0.0703971119133574
Zettai Kareshi,D.I.E.,13,0.014176663031624863
Zettai Kareshi,D.I.E. Again,10,0.010940919037199123
Zettai Kareshi,DOCTORS Saikyou no Meii,24,0.02575107296137339
Zettai Kareshi,DOG x POLICE: The K-9 Force,17,0.018518518518518517
Zettai Kareshi,Daddy Long Legs,117,0.10944808231992516
Zettai Kareshi,Dae Mul,23,0.024442082890541974
Zettai Kareshi,Daisuki!!,28,0.030401737242128118
Zettai Kareshi,Daisy,106,0.09549549549549548
Zettai Kareshi,Dakishimetai: Shinjitsu no monogatari,59,0.0609504132231405
Zettai Kareshi,Dal Ja's Spring,149,0.13508612873980055
Zettai Kareshi,Damo,38,0.03917525773195876
Zettai Kareshi,Dance Drill,14,0.015334063526834609
Zettai Kareshi,Dance Of The Dragon,9,0.009814612868047985
Zettai Kareshi,Dance Subaru,29,0.03131749460043196
Zettai Kareshi,Dancing Queen,24,0.025052192066805846
Zettai Kareshi,Dangerous Liaisons,34,0.035416666666666666
Zettai Kareshi,Dangerous Love,102,0.09826589595375723
Zettai Kareshi,Dao Kiao Duen,20,0.02178649237472767
Zettai Kareshi,Dark Water,45,0.046875
Zettai Kareshi,Dasepo Naughty Girls,18,0.01950162513542795
Zettai Kareshi,Date - 2015 Natsu Hito,23,0.024598930481283417
Zettai Kareshi,Date - Koi to wa Donna Mono Kashira,68,0.06938775510204083
Zettai Kareshi,Dating Agency : Cyrano,163,0.13071371291098638
Zettai Kareshi,Dating On Earth,121,0.11436672967863895
Zettai Kareshi,Days Of Wrath,14,0.015005359056806004
Zettai Kareshi,Days With You,29,0.031556039173014146
Zettai Kareshi,Dead Friend,28,0.029504741833508964
Zettai Kareshi,Dear Enemy,17,0.01868131868131868
Zettai Kareshi,Dear Friends,76,0.07770961145194273
Zettai Kareshi,Dear My Friends,26,0.026831785345717236
Zettai Kareshi,Dear Sister,91,0.08930323846908735
Zettai Kareshi,Death Bell,140,0.1173512154233026
Zettai Kareshi,Death Bell 2: Bloody Camp,84,0.07894736842105263
Zettai Kareshi,Death Game Park,54,0.0568421052631579
Zettai Kareshi,Death Note,482,0.30877642536835365
Zettai Kareshi,Death Note: The Last Name,322,0.25058365758754864
